Normal Distribution with Delta = 1 with 100 points.
0.789236, -0.290257
-0.35857, 0.146137
0.478145, 0.165308
0.521665, 0.230569
0.699672, -0.334796
-0.513368, 0.68735
0.822375, 0.520247
0.366387, -0.163564
-0.611745, 0.166529
-0.735446, -0.011072
0.39659, 0.772885
-0.323297, 0.424558
0.961985, -0.348365
0.637899, -0.539944
-0.229678, -0.797802
-0.714534, -0.0606287
-0.412007, 0.398317
-0.624754, 0.303693
0.164629, -0.513299
-0.915856, -0.638196
-0.0515945, 0.77404
-0.468877, 0.840301
-0.475632, -0.559039
0.165844, 0.422606
-0.0621791, -0.574709
0.454286, 0.622113
-0.122357, -0.124773
0.0832688, 0.612326
0.451032, -0.0307264
-0.428586, 0.855351
-0.633021, -0.874359
-0.918257, -0.154931
0.646638, 0.889556
-0.843773, -0.41716
0.712584, -0.491059
0.458026, -0.528048
0.384919, 0.0760304
0.0402991, 0.0111426
-0.613598, 0.334863
0.504689, 0.710378
-0.362577, 0.938104
-0.068099, -0.608321
-0.659336, 0.275545
-0.34638, -0.466582
0.104072, -0.0601954
0.413097, -0.963757
-0.106008, 0.350441
-0.790714, 0.232212
-0.649322, 0.800371
0.49005, -0.303004
-0.970763, 0.649432
-0.416092, 0.81939
0.630521, -0.646969
0.832698, 0.24315
0.482155, -0.518486
0.29603, -0.792906
0.430267, 0.348801
0.996661, -0.552056
0.329001, -0.195914
0.321848, -0.590289
-0.732057, -0.119016
0.903628, -0.778354
-0.205148, -0.988667
-0.458567, 0.0611612
-0.158019, -0.817382
-0.0595898, 0.337383
-0.580833, 0.343062
0.189722, -0.486879
-0.783493, -0.246303
-0.276924, 0.0740502
-0.352915, 0.406863
0.505172, 0.0905009
-0.111286, 0.218714
0.563659, 0.295104
-0.60028, -0.556657
-0.779505, 0.841954
-0.912709, 0.559799
0.333495, 0.803249
0.618606, 0.641269
-0.716418, 0.970509
-0.221826, 0.616722
-0.967504, -0.0215479
-0.822659, -0.411722
-0.107127, -0.0472648
-0.345072, 0.258324
-0.324621, 0.744886
0.112589, 0.921506
0.961844, 0.48414
0.0702676, -0.467791
-0.236609, 0.935017
0.212129, 0.600182
-0.723867, -0.0765165
0.0747749, 0.174941
0.815453, 0.123431
-0.694653, -0.346573
0.714106, -0.197298
-0.333721, -0.6663
0.316719, -0.546593
-0.681273, -0.0765281
-0.137453, -0.168234
